date,portfolio_ret,btc_ret,cum_portfolio,cum_btc
2024-01-07,0.006425706108764894,-0.0651128849527465,1.006425706108765,0.9348871150472535
2024-01-14,0.008583755658114249,-0.0752093698541227,1.0150646184580476,0.8645748442398108
2024-01-21,0.20672338948692792,0.0771491838301048,1.2249022169339503,0.9312760878329522
2024-01-28,0.07271402281697024,0.0028114886232819,1.313969784684643,0.9338943599590291
2024-02-04,0.1864336506242084,0.1536802199675366,1.558937968453306,1.0774154506239746
2024-02-11,0.0727609701626479,0.0513270512033221,1.672367807461356,1.1327160086254018
2024-02-18,0.08164755013648216,0.0918011351461487,1.8089125418676957,1.2367006240154286
2024-02-25,0.6106731264236565,0.1189572003969494,2.913566819237005,1.3838150679774643
2024-03-03,0.29620562786915455,0.1189679341587384,3.776581708267837,1.5484446878724774
2024-03-10,-0.2062815504576932,-0.1333308780358719,2.9975425780561844,1.3419891980484582
2024-03-17,0.6448770439923306,0.1300697376817639,4.9305889750342065,1.5165413810103818
2024-03-24,-0.10216269020243204,-0.0645305374673924,4.42686674106226,1.4186781506022406
2024-03-31,0.06018335945712028,0.0558439103152816,4.693290453408381,1.4979026860107219
2024-04-07,-0.08363222987405868,-0.0767210936235571,4.300780107343206,1.3829819537983157
2024-04-14,0.06212993640523923,0.04058338724482,4.567987301905357,1.4391080459819106
2024-04-21,0.012016255780676182,-0.0868771257115368,4.622877405727933,1.314082475358656
2024-04-28,0.05157674130180309,0.0279575359315218,4.861310357753113,1.3508209833804787
2024-05-05,0.00889295126404356,-0.0122439438308531,4.904541753844002,1.3342816071344303
2024-05-12,0.2001731487171789,0.1391039176377975,5.886299319725832,1.5198854059188862
2024-05-19,0.09881933445851712,-0.0257361311529961,6.46797950092476,1.480769435774633
2024-05-26,-0.02842200993351947,0.0321821752349091,6.284146523299676,1.52842381723923
2024-06-02,-0.14051571570722302,-0.0454011599413153,5.401125176969165,1.459031603054636
2024-06-09,-0.028418613715078284,-0.0322601979353065,5.247632686938094,1.4119629547462258
2024-06-16,0.04501495158025955,-0.0514720492855879,5.4838546182516,1.3392863279501037
2024-06-23,0.02040972741904194,0.0039545110413918,5.59577859621577,1.3445825505215676
2024-06-30,-0.059693741742596354,-0.0641280141277981,5.261745633844518,1.2583571417257298
2024-07-07,0.025630261718255515,0.1206445484507143,5.396605551534841,1.410171070878962
2024-07-14,-0.03857004707501308,0.0133145447087841,5.188458221366865,1.428946856649214
2024-07-21,0.0007126036240742745,0.0037127709644255,5.192155535498769,1.4342522090482885
2024-07-28,-0.1360524377994261,-0.1526150437512595,4.485750117460377,1.2153637454140436
2024-08-04,0.05678278358069451,0.0807343534457061,4.740463495577204,1.3134853516013982
2024-08-11,0.001147493163048562,-0.0259343995179217,4.745903145028061,1.2794208977320298
2024-08-18,0.2728740477243976,0.0071368369716333,6.040936946319817,1.288551916097244
2024-08-25,-0.010197302475454329,-0.0329712501484138,5.979335685043046,1.246066748542384
2024-09-01,-0.007212203263874904,0.0023342491080713,5.936211500699574,1.2489753787387663
2024-09-08,-0.03461582363127841,0.0466828494100086,5.730724650353392,1.3072811082612366
2024-09-15,0.021803270374717028,0.0656655294757015,5.855673189348103,1.3931244144087926
2024-09-22,-0.020732801963326625,-0.0540563253225427,5.7342686767513875,1.3178172278487341
2024-09-29,0.6434252982790504,0.0216191407949326,9.423842210502364,1.3463073040395837
2024-10-06,0.10121347630751419,0.0789937550430635,10.377662040800796,1.4526571734275737
2024-10-13,-0.022902209270834854,0.0051489336940966,10.139990653000378,1.460136808893806
2024-10-20,0.11317575946484117,0.0789549992865323,11.287591796120088,1.5754219095982562
2024-10-27,-0.09677180275443553,-0.0457304796832663,10.19527118925337,1.5033771099688007
2024-11-03,0.469800805599842,0.2689869539792087,14.985017807273461,1.9077659394613742
2024-11-10,0.28865929486766584,0.0492423741350886,19.310582481100436,2.00170886361451
2024-11-17,0.108842410972633,-0.0049018004191545,21.412392835629294,1.9918968862678192
2024-11-24,0.3265307452979186,0.0427641098460565,28.404197426859138,2.077078583514194
2024-12-01,4.231388442059447e-05,0.0081891245655252,28.405399318786117,2.0940880387669765
2024-12-08,0.009110875695193196,0.0984079120857732,28.664197381051903,2.3001628703858263
2024-12-15,0.10365002946400062,-0.0708552257804956,31.63524228415986,2.1371843108727258
2024-12-22,0.04101676800802045,-0.0527596538693767,32.93281767780677,2.0244272063760187
2024-12-29,-0.017064523777148267,0.0378089940670898,32.370834827495344,2.100968762611145
2025-01-05,0.00416550361398861,-0.0043371704747858,32.50567565695711,2.0918565029255007
2025-01-12,0.12116625096989168,0.0997793205251935,36.44426651155387,2.3005805234236147
2025-01-19,-0.029193909566610127,-0.0460293220663959,35.38031589079413,2.1946863615712715
2025-01-26,-0.020185505738148236,-0.0345125055409847,34.66614632136301,2.1189422363568196
2025-02-02,-0.017406856868063467,-0.0202096116065714,34.0627176741797,2.0761192367432884
2025-02-09,0.038511834090819264,-0.001625382118928,35.374535405930125,2.0727447496591234
2025-02-16,-0.022827300038649304,-0.0729918921788164,34.56703027249114,1.9214511883777967
2025-02-23,0.02006426423564566,-0.0154009358298115,35.26059230171996,1.8918590419254753
2025-03-02,0.0004200793034871732,-0.0498937499261951,35.27540454677461,1.7974670999920346
2025-03-09,0.07636713562270894,-0.0026632191425216,37.96928614994407,1.792680051203283
2025-03-16,0.1143338720229143,0.0566677328149285,42.310461653413185,1.8942671653675232
2025-03-23,0.12312830291998422,-0.0257677861015981,47.52007699255901,1.8454560942310523
2025-03-30,0.23096468634903,-0.1046100235218878,58.495536670427164,1.6524028888049307
2025-04-06,-0.011069049544670619,0.0969477399745255,57.84804667688011,1.812599614401946
2025-04-13,-0.020449632457114706,0.1171961038209608,56.665075383975896,2.02502922699723
2025-04-20,0.09942579145585645,0.0088722410509811,62.29904535193347,2.042995774434431
2025-04-27,0.12741055134481843,0.0272267662017762,70.23660106847916,2.0986199427361742
2025-05-04,0.15576918171263648,0.0748762267384204,81.17729894319305,2.2557566854062587
2025-05-11,0.02581785306783154,0.0264154773657168,83.27312251975184,2.315343575072172
2025-05-18,0.0941162029626382,0.0196402743570502,91.11047262015343,2.3608175581174233
2025-05-25,-0.025463098794130397,-0.0323499493516131,88.79051765464655,2.284445229683926
2025-06-01,0.06687055101090297,0.0456136943062379,94.72798849475606,2.3886472160500722
2025-06-08,-0.14391316051732408,-0.0512824976576351,81.09538428102701,2.2661514207880677
2025-06-15,-0.014719097179694387,0.0147375480245131,79.90173343896991,2.2995489361827506
2025-06-22,0.006815260381978368,-0.0038396204571964,80.44628455732793,2.290719541045059
2025-06-29,0.009860801224741474,0.0302520409603266,81.23954937861673,2.360018482429375
2025-07-06,0.06910855160206719,0.080928821762287,86.85389696897754,2.5510119975496046
2025-07-13,-0.0027622592392448544,0.0188197111832986,86.61398398961056,2.5990213065686176
2025-07-20,-0.10803920987514155,-0.0168738363583058,77.25627759523488,2.5551658463498286
2025-07-27,-0.06956978233479867,-0.0190962222879845,71.8815751789376,2.506371831365266
